Noor is working as a barista at a busy coffee shop. Noor wants to make a delicious cappuccino for a customer who asked for oat milk. Noor grabs a milk pitcher and fills it with oat milk. Noor believes that the milk pitcher contains oatmilk. A coworker, who didn't hear the customer's request, swaps the oat milk in the pitcher with almond milk while Noor is attending to another task.;Noor sees her coworker swapping the milk.;Noor does not see her coworker swapping the milk.;Noor opens the fridge again and reaches for the oat milk.;Noor makes the cappuccino using the milk in the pitcher.;Does Noor believe the milk pitcher contains oat milk or almond milk?;Does Noor want to make a cappuccino with oat milk or almond milk?;What will Noor do?;Noor believes the milk pitcher contains almond milk.;Noor wants to make a cappuccino with oat milk.;Noor will open the fridge once again to take out the oat milk and replace the almond milk with oat milk.;Noor believes the milk pitcher contains oat milk.;Noor wants to make a cappuccino with oat milk.;Noor will make the cappuccino using the milk in the pitcher.;A decorative mug falls from a shelf in the coffee shop.;Noor sees the decorative mug falling from the shelf.;Noor does not see the decorative mug falling from the shelf.;auto;0
Fatima is a talented artist living in a small Moroccan village. Fatima wants to create a beautiful painting to donate for the local charity auction. She has a brand-new set of high-quality paintbrushes in her studio. Fatima believes she has a new set of high-quality paintbrushes in her studio. While she is away, her younger brother accidentally ruins the paintbrushes by using them for a school project with glue.;Fatima discovers the ruined paintbrushes upon her return to the studio.;Fatima does not notice the ruined paintbrushes.;Fatima looks for a shop to buy a new set of paintbrushes.;Fatima starts working on her painting with the paintbrushes.;Does Fatima believe she has high-quality paintbrushes or ruined paintbrushes in her studio?;Does Fatima want to create a beautiful painting with high-quality paintbrushes or ruined paintbrushes?;What will Fatima do?;Fatima believes the paintbrushes are ruined.;Fatima wants to create a beautiful painting with high-quality paintbrushes.;Fatima will go buy a new set of paintbrushes.;Fatima believes she has high-quality paintbrushes in her studio.;Fatima wants to create a beautiful painting with high-quality paintbrushes.;Fatima will start working on her painting with the paintbrushes.;A traveling storyteller arrives in the village, sharing tales of adventures and legends.;Fatima listens to the storyteller in the village square.;Fatima does not hear the storyteller in the village square.;auto;0
Fatima is an archaeologist working at an excavation site in Egypt. She wants to carefully remove an ancient artifact from the ground to study and preserve it. The artifact appears to be intact and in good condition. Fatima believes that the artifact is intact and in good condition. Suddenly, a sandstorm blows through the area, burying the artifact in sand and causing some damage to it.;Fatima witnesses the sandstorm and its effect on the artifact.;Fatima does not witness the sandstorm and its effect on the artifact.;Fatima prepares to carefully uncovers the damaged artifact and looks for equipment to restore it.;Fatima carefully removes the artifact from the ground.;Does Fatima believe the artifact is intact and in good condition or damaged by the sandstorm?;Does Fatima want to study and preserve an intact artifact or a damaged artifact?;What will Fatima do?;Fatima believes the artifact is damaged by the sandstorm.;Fatima wants to study and preserve the damaged artifact.;Fatima will carefully uncover the damaged artifact and work to restore it.;Fatima believes the artifact is intact and in good condition.;Fatima wants to study and preserve an intact artifact.;Fatima will carefully remove the intact artifact from the ground.;A group of tourists arrives at the excavation site to observe the archaeological work.;Fatima notices the tourists arriving at the site.;Fatima does not notice the tourists arriving at the site.;auto;0
Aisha is a beekeeper in a small village near the Sahara Desert. Aisha wants to harvest honey from her beehives to sell at the local market. The beehives appear to be full of honey and ready for harvest. Aisha believes that the beehives are full of honey and ready for harvest. A sudden sandstorm blows through the area, filling the beehives with sand and making the honey difficult to extract.;Aisha sees the sand-filled beehives after the sandstorm.;Aisha does not see the sand-filled beehives after the sandstorm.;Aisha busy hear that can be used for cleaning the sand out of the beehives.;Aisha prepares to harvests the honey and sell it at the local market.;Does Aisha believe the beehives are full of honey or filled with sand?;Does Aisha want to harvest honey from beehives full of honey or beehives filled with sand?;What will Aisha do?;Aisha believes the beehives are filled with sand.;Aisha wants to harvest honey from beehives full of honey.;Aisha will clean the sand out of the beehives before harvesting the honey.;Aisha believes the beehives are full of honey and ready for harvest.;Aisha wants to harvest honey from beehives full of honey.;Aisha will harvest the honey to sell at the local market.;A caravan of camels and traders passes through Aisha's village.;Aisha notices the caravan passing through the village.;Aisha does not notice the caravan passing through the village.;auto;0
Amara is a beekeeper in a small Kenyan village. She wants to collect honey from her beehives to sell at the local market. The honeycombs in the beehives appear full and ready for harvest. Amara believes the honeycombs are full and ready for harvest. A sudden thunderstorm floods the area around her beehives, washing away some of the honeycombs and diluting the remaining honey.;Amara observes the damage to her beehives after the flood.;Amara does not observe the damage to her beehives after the flood.;Amara decides to waits for the bees to rebuild the honeycombs and produce more honey.;Amara harvests the honey from the honeycombs.;Does Amara believe the honeycombs are full and ready for harvest or washed away and diluted?;Does Amara want to collect honey from full honeycombs or washed away and diluted honeycombs?;What will Amara do?;Amara believes the honeycombs are washed away and diluted.;Amara wants to collect honey from full honeycombs.;Amara will wait for the bees to rebuild the honeycombs and produce more honey.;Amara believes the honeycombs are full and ready for harvest.;Amara wants to collect honey from full honeycombs.;Amara will harvest the honey from the honeycombs.;A group of children visits Amara's apiary to learn about beekeeping.;Amara greets the visiting children and teaches them about beekeeping.;Amara does not notice the children visiting her apiary.;auto;0
Juan is a gardener in a small village in Mexico, tending to a flower garden near the town plaza. Juan wants to water a specific flower bed to ensure its health and beauty. Juan sees that the garden hose is neatly coiled and ready for use. Juan believes the garden hose is in good condition and functional. Unexpectedly, a group of children playing nearby accidentally puncture the hose with a sharp stick while running around.;Juan witnesses the children accidentally puncture the hose.;Juan does not see the children accidentally puncture the hose.;Juan searches for hose-repairing gear.;Juan uses the garden hose to water the flower bed.;Does Juan believe the garden hose is in good condition and functional or punctured and non-functional?;Does Juan want to use the functional garden hose to water the flower bed or repair the punctured hose/find an alternative?;What will Juan do?;Juan believes the garden hose is punctured and non-functional.;Juan wants to repair the hose or find an alternative way to water the flower bed.;Juan will repair the hose or find an alternative way to water the flower bed.;Juan believes the garden hose is in good condition and functional.;Juan wants to use the functional garden hose to water the flower bed.;Juan will use the garden hose to water the flower bed.;A couple stops by to admire and take photos of the beautiful flower garden.;Juan notices the couple admiring the garden and smiles.;Juan does not notice the couple admiring the garden while he is focused on watering the flowers.;auto;0
Hiroshi is a Japanese gardener tending to a zen garden in Kyoto. Hiroshi desires to create perfect harmony in the garden by carefully raking the sand into beautiful patterns. Hiroshi notices that the sand in the garden is smooth and untouched. Hiroshi believes the sand is smooth and ready for raking. A sudden gust of wind blows fallen leaves onto the sand, disrupting the smooth surface.;Hiroshi sees the gust of wind and the leaves falling onto the sand.;Hiroshi does not see the gust of wind or the leaves falling onto the sand.;Hiroshi gets a bag for collecting the leaves.;Hiroshi begins raking the sand into patterns.;Does Hiroshi believe the sand is smooth and untouched or disrupted by fallen leaves?;Does Hiroshi want to rake the smooth sand into patterns or remove the leaves and then create the patterns?;What will Hiroshi do?;Hiroshi believes the sand is disrupted by fallen leaves.;Hiroshi wants to remove the leaves from the sand before raking.;Hiroshi will remove the leaves from the sand before raking.;Hiroshi believes the sand is smooth and untouched.;Hiroshi wants to rake the smooth sand into patterns.;Hiroshi will begin raking the sand into patterns.;A group of tourists arrives to admire the zen garden.;Hiroshi notices the tourists and greets them.;Hiroshi is so focused on his work that he does not notice the tourists arriving.;auto;0
Yoshi, a skilled Japanese gardener, is tending to a beautiful Zen garden in Kyoto. Yoshi's goal is to create a harmonious and peaceful environment by carefully arranging the rocks and raking the sand. A carefully raked sand pattern in a specific area of the garden catches Yoshi's eye. Yoshi believes the sand pattern is perfectly raked and ready for visitors to admire. Suddenly, a gust of wind picks up, blowing leaves and disrupting the previously perfect sand pattern.;Yoshi notices the wind disrupting the sand pattern.;Yoshi does not notice the wind disrupting the sand pattern.;Yoshi picks up his rake again and prepares himself for re-raking the sand.;Yoshi moves on to arranging the rocks in the garden.;Does Yoshi believe the sand pattern is perfectly raked or disrupted by wind and leaves?;Does Yoshi want to create a harmonious garden with a perfect sand pattern or a disrupted one?;What will Yoshi do?;Yoshi believes the sand pattern is disrupted by wind and leaves.;Yoshi wants to create a harmonious garden with a perfect sand pattern.;Yoshi will re-rake the sand pattern to restore its perfection.;Yoshi believes the sand pattern is perfectly raked.;Yoshi wants to create a harmonious garden with a perfect sand pattern.;Yoshi will move on to arranging the rocks in the garden.;A group of tourists enters the garden to admire its beauty and take pictures.;Yoshi welcomes the tourists and shares the story behind the garden's design.;Yoshi does not notice the tourists while he is focused on his gardening tasks.;auto;0
Takumi is a gardener in a Japanese Zen garden, meticulously maintaining the grounds. Takumi wants to rake the gravel paths into perfect patterns before the garden opens to visitors. Takumi notices that the gravel paths are smooth and unruffled. Takumi believes the gravel paths are smooth and ready for raking. An unexpected gust of wind sweeps through the garden, displacing the gravel and creating disarray on the paths.;Takumi sees the gust of wind displacing the gravel on the paths.;Takumi does not see the gust of wind displacing the gravel on the paths.;Takumi buys new gear for smoothing the gravel paths.;Takumi begins raking patterns onto the gravel paths.;Does Takumi believe the gravel paths are smooth and unruffled or disarrayed by the wind?;Does Takumi want to rake patterns into smooth gravel paths or fix the disarray caused by the wind before raking?;What will Takumi do?;Takumi believes the gravel paths are disarrayed by the wind.;Takumi wants to fix the disarray caused by the wind before raking patterns.;Takumi will smooth the gravel paths again before raking patterns.;Takumi believes the gravel paths are smooth and unruffled.;Takumi wants to rake patterns into the smooth gravel paths.;Takumi will begin raking patterns onto the smooth gravel paths.;A beautiful butterfly lands on a nearby flower, catching Takumi's attention.;Takumi observes the butterfly resting on the flower.;Takumi does not notice the butterfly as he focuses on the gravel paths.;auto;0
Hiro is a bonsai enthusiast in a small village in Japan. He wants to trim his favorite bonsai tree to maintain its shape and health. Hiro sees that the tree's branches are overgrown and need pruning. He believes the bonsai tree has overgrown branches. A gust of wind blows through Hiro's garden, snapping off several of the overgrown branches from the bonsai tree.;Hiro witnesses the gust of wind snapping off the branches.;Hiro does not see the gust of wind snapping off the branches.;Hiro collects the broken branches and assesses the tree's condition.;Hiro trims the overgrown branches from the bonsai tree.;Does Hiro believe the bonsai tree has overgrown branches or that they have been snapped off by the wind?;Does Hiro want to trim the overgrown branches or collect the broken branches and assess the tree's condition?;What will Hiro do?;Hiro believes the branches have been snapped off by the wind.;Hiro wants to collect the broken branches and assess the tree's condition.;Hiro will collect the broken branches and assess the tree's condition.;Hiro believes the bonsai tree has overgrown branches.;Hiro wants to trim the overgrown branches to maintain the tree's shape and health.;Hiro will trim the overgrown branches from the bonsai tree.;A neighbor stops by to ask Hiro for advice on bonsai care.;Hiro welcomes the neighbor and shares his bonsai knowledge.;Hiro, focused on his bonsai tree, does not notice the neighbor's arrival.;auto;0
Tumelo is a skilled fisherman in a coastal village in South Africa. He wants to catch fish using his large, sturdy fishing net. Tumelo inspected the net before leaving home and saw that it was in perfect condition. He believes that the fishing net is intact and ready for use. As he walks to the shore, a mischievous seagull pecks at the net, causing a large tear in it.;Tumelo sees the seagull damaging the net.;Tumelo does not see the seagull damaging the net.;Tumelo goes home to get his net-repair gear.;Tumelo throws the net into the water to catch fish.;Does Tumelo believe the fishing net is in perfect condition or torn?;Does Tumelo want to catch fish with the intact net or repair the torn net first?;What will Tumelo do?;Tumelo believes the fishing net is torn.;Tumelo wants to repair the torn net before catching fish.;Tumelo will repair the torn net before attempting to catch fish.;Tumelo believes the fishing net is in perfect condition.;Tumelo wants to catch fish with the intact net.;Tumelo will throw the net into the water to catch fish.;A pod of dolphins swims by, playfully jumping in and out of the water.;Tumelo watches the dolphins swimming nearby.;Tumelo does not notice the dolphins swimming nearby.;auto;0
Kofi is a fisherman in a small coastal village in Ghana. He wants to set sail on his boat to catch fish for his family and the village market. Kofi checks the weather and sees clear skies and calm waters. He believes the weather is perfect for sailing. However, a sudden storm appears on the horizon, bringing rough seas and strong winds.;Kofi notices the approaching storm.;Kofi does not notice the approaching storm.;Kofi decides to postpone his sailing trip until the storm passes.;Kofi sets sail to catch fish in the calm waters.;Does Kofi believe the weather is perfect for sailing or is there a storm approaching?;Does Kofi want to set sail to catch fish now or wait until the storm passes?;What will Kofi do?;Kofi believes there is a storm approaching.;Kofi wants to wait until the storm passes before setting sail.;Kofi will postpone his sailing trip until the storm passes.;Kofi believes the weather is perfect for sailing.;Kofi wants to set sail to catch fish now.;Kofi will set sail to catch fish in the calm waters.;A pod of dolphins swims near the shore, delighting the villagers.;Kofi sees the pod of dolphins swimming near the shore.;Kofi does not see the pod of dolphins swimming near the shore.;auto;0
Lila is a baker in a small French village, preparing her bakery for the day's customers. She wants to bake her signature baguettes using her trusty old oven. Lila checked the oven's temperature earlier and saw that it was properly preheated. She believes the oven is currently hot and ready for baking. However, a sudden power outage causes the oven to cool down, making it unsuitable for baking.;Lila notices the power outage and the oven turning off.;Lila does not notice the power outage and the oven turning off.;Lila finds looks for an alternative method to bake her baguettes.;Lila starts baking her baguettes in the oven.;Does Lila believe the oven is hot and ready for baking or cool and unsuitable for baking?;Does Lila want to bake her baguettes in the oven or find an alternative method/wait for the power to return?;What will Lila do?;Lila believes the oven is cool and unsuitable for baking.;Lila wants to find an alternative method to bake her baguettes or wait for the power to return.;Lila will either find an alternative method to bake her baguettes or wait for the power to return.;Lila believes the oven is hot and ready for baking.;Lila wants to bake her baguettes in the oven.;Lila will start baking her baguettes in the oven.;A traveling accordion player performs a lively tune outside the bakery.;Lila listens to the accordion player's performance.;Lila does not listen to the accordion player's performance.;auto;0
Odette is a street performer in a bustling city in France. She wants to entertain the passing crowd by playing her accordion. Odette sees that her accordion is in working condition. She believes that her accordion is functioning properly. However, a mischievous child nearby secretly loosened the straps, making it difficult for her to play.;Odette notices the loosened straps on her accordion.;Odette does not notice the loosened straps on her accordion.;Odette collects gear for tightening the straps.;Odette starts playing her accordion for the crowd.;Does Odette believe her accordion is in working condition or has loosened straps?;Does Odette want to play her accordion as is or fix the loosened straps?;What will Odette do?;Odette believes her accordion has loosened straps.;Odette wants to fix the loosened straps before playing.;Odette will tighten the straps and continue playing her accordion.;Odette believes her accordion is in working condition.;Odette wants to play her accordion as it is.;Odette will start playing her accordion for the crowd.;A mime artist begins to perform nearby.;Odette notices the mime artist performing.;Odette does not notice the mime artist performing.;auto;0
Mei is a fisherman in a small coastal village in China. She wants to go fishing early in the morning when the tide is high. Mei checks the tide chart and sees that the tide will be high at 5 AM. She believes that the tide will be high at 5 AM. However, a strong storm far out at sea has caused the tide to come in much earlier, at 3 AM.;Mei notices the high tide as she looks out the window.;Mei does not look out the window and does not notice the high tide.;Mei rushes to prepare her fishing gear and boat.;Mei waits until 5 AM to go fishing.;Does Mei believe the tide is high at 5 AM or 3 AM?;Does Mei want to go fishing at 5 AM or rush to prepare her fishing gear and boat?;What will Mei do?;Mei believes the tide is high at 3 AM.;Mei wants to rush to prepare her fishing gear and boat.;Mei rushes to prepare her fishing gear and boat.;Mei believes the tide is high at 5 AM.;Mei wants to go fishing at 5 AM.;Mei waits until 5 AM to go fishing.;A flock of seagulls squawks loudly outside Mei's window.;Mei hears the noisy seagulls.;Mei does not hear the noisy seagulls.;auto;0
Fatima is an archaeologist working on a dig site in Egypt, searching for ancient artifacts. She wants to carefully excavate a small, fragile artifact she has discovered. Fatima observes that the soil around the artifact is soft and loose. She believes the soil around the artifact is soft and loose, allowing for easy excavation. Just as Fatima is about to begin excavating, a strong gust of wind blows through the site, hardening the soil around the artifact.;Fatima feels the gust of wind and notices the hardened soil.;Fatima does not notice the gust of wind or the change in the soil's condition.;Fatima adjusts her excavation technique to account for the hardened soil.;Fatima proceeds to excavate the artifact using her original technique for soft and loose soil.;Does Fatima believe the soil around the artifact is soft and loose or hardened?;Does Fatima want to excavate the artifact using a technique for soft and loose soil or a technique for hardened soil?;What will Fatima do?;Fatima believes the soil around the artifact has hardened.;Fatima wants to excavate the artifact using a technique for hardened soil.;Fatima will adjust her excavation technique to account for the hardened soil.;Fatima believes the soil around the artifact is soft and loose.;Fatima wants to excavate the artifact using a technique for soft and loose soil.;Fatima will proceed to excavate the artifact using her original technique for soft and loose soil.;A group of tourists arrives at the dig site to learn more about the archaeological process.;Fatima notices the tourists approaching.;Fatima does not notice the tourists approaching.;auto;0
Kwame is a skilled woodcarver in a small African village known for its exceptional craftsmanship. Kwame wants to create a beautiful wooden sculpture for the upcoming village festival. Kwame examines a large piece of wood and notices it is strong and free of imperfections. He believes that the piece of wood is perfect for his carving project. While Kwame is away, termites infest the wood, weakening its structure and leaving it unsuitable for carving.;Kwame discovers the termite-infested wood.;Kwame does not notice the termite-infested wood.;Kwame searches for a new piece of wood.;Kwame starts carving his sculpture using the seemingly perfect piece of wood.;Does Kwame believe the piece of wood is strong and free of imperfections or weakened and infested with termites?;Does Kwame want to create a wooden sculpture using a strong, perfect piece of wood or a weakened, termite-infested piece of wood?;What will Kwame do?;Kwame believes the piece of wood is weakened and infested with termites.;Kwame wants to create a wooden sculpture using a strong, perfect piece of wood.;Kwame will search for a new piece of wood or treat the infested wood.;Kwame believes the piece of wood is strong and free of imperfections.;Kwame wants to create a wooden sculpture using a strong, perfect piece of wood.;Kwame will start carving his sculpture using the seemingly perfect piece of wood.;A group of children comes by to watch Kwame work and learn from his carving techniques.;Kwame notices the children and welcomes them.;Kwame is focused on his work and does not see the children.;auto;0
Luka is a skilled woodworker in a small Croatian village known for its traditional crafts. Luka intends to carve an intricate wooden sculpture as a gift for his friend's wedding. Luka spots a large piece of high-quality wood in his workshop. He believes the wood is perfect for carving the wedding gift. Just when Luka steps away for a moment, his dog chews on the wood, leaving teeth marks and damage to the surface.;Luka sees the damaged wood upon returning.;Luka does not see the damaged wood.;Luka looks for another piece of wood.;Luka begins carving the sculpture using the wood.;Does Luka believe the wood is perfect for carving or damaged with teeth marks?;Does Luka want to carve a sculpture using perfect wood or damaged wood?;What will Luka do?;Luka believes the wood is damaged with teeth marks.;Luka wants to carve a sculpture using perfect wood.;Luka will sand down the damaged area or look for another piece of wood.;Luka believes the wood is perfect for carving.;Luka wants to carve a sculpture using perfect wood.;Luka will begin carving the sculpture using the high-quality wood.;A group of tourists passes by Luka's workshop, admiring the village's craftsmanship.;Luka notices the tourists admiring the village's work.;Luka does not see the tourists admiring the village's work.;auto;0
Olumide, a skilled woodcarver in a Nigerian village, is preparing to carve a beautiful sculpture for the village chief. Olumide wants to use a sharp chisel to create intricate details on the sculpture. Olumide observes his set of chisels and sees one that appears to be sharp and in perfect condition. He believes that the chisel is sharp and ready for use. However, while Olumide is talking to a fellow artisan, a child from the village accidentally drops the chisel, causing it to become blunt and damaged.;Olumide notices the damaged chisel on the ground.;Olumide does not notice the damaged chisel on the ground.;Olumide selects a new chisel.;Olumide begins carving the sculpture with the chisel.;Does Olumide believe the chisel is sharp and in perfect condition or blunt and damaged?;Does Olumide want to carve the sculpture with a sharp chisel or a blunt and damaged one?;What will Olumide do?;Olumide believes the chisel is blunt and damaged.;Olumide wants to carve the sculpture with a sharp chisel.;Olumide will sharpen the damaged chisel or select a new one.;Olumide believes the chisel is sharp and in perfect condition.;Olumide wants to carve the sculpture with a sharp chisel.;Olumide will begin carving the sculpture with the sharp chisel.;A group of villagers gathers to watch Olumide work on the sculpture.;Olumide notices the villagers watching him.;Olumide does not notice the villagers watching him.;auto;0
Odion is an archaeologist conducting research at an ancient Egyptian site. He wants to discover a hidden chamber within the pyramid he is exploring. Odion observes a wall with an unusual pattern that appears to be a concealed entrance. He believes that the wall with the unusual pattern is hiding the entrance to the chamber. While Odion is away, a sandstorm fills the entrance, making it impossible to access the hidden chamber.;Odion sees the sand-filled entrance after the storm.;Odion does not see the sand-filled entrance after the storm.;Odion goes to his car to get equipment to clear the sand.;Odion tries to open the concealed entrance.;Does Odion believe the wall with the unusual pattern is hiding the entrance or that the entrance is blocked by sand?;Does Odion want to discover the hidden chamber by opening the concealed entrance or by clearing the sand-filled entrance?;What will Odion do?;Odion believes the entrance is blocked by sand.;Odion wants to discover the hidden chamber by clearing the sand-filled entrance.;Odion will start clearing the sand to access the entrance or consider searching for another entrance.;Odion believes the wall with the unusual pattern is hiding the entrance.;Odion wants to discover the hidden chamber by opening the concealed entrance.;Odion will try to open the concealed entrance.;A group of tourists on a guided tour enters the pyramid to explore its history.;Odion notices the tourists entering the pyramid.;Odion does not notice the tourists entering the pyramid.;auto;0
Ibrahim is a talented potter in a small Middle Eastern village. He wants to make a beautiful, large clay pot to display at the upcoming village bazaar. Ibrahim finds a pile of clay in his workshop, which appears to be moist and malleable. He believes that the clay is moist and malleable, perfect for forming a large pot. However, while Ibrahim is taking a break, the sun shines directly onto the clay, causing it to dry out and become brittle.;Ibrahim discovers the dried-out clay.;Ibrahim does not notice the dried-out clay.;Ibrahim starts looking for a new pile of clay.;Ibrahim starts shaping the clay into a large pot.;Does Ibrahim believe the clay is moist and malleable or dried out and brittle?;Does Ibrahim want to make a large clay pot using moist, malleable clay or dried-out, brittle clay?;What will Ibrahim do?;Ibrahim believes the clay is dried out and brittle.;Ibrahim wants to make a large clay pot using moist, malleable clay.;Ibrahim will wet the clay again to make it malleable or find a new pile of clay.;Ibrahim believes the clay is moist and malleable.;Ibrahim wants to make a large clay pot using moist, malleable clay.;Ibrahim will start shaping the clay into a large pot.;A group of villagers passes by Ibrahim's workshop, excitedly discussing the upcoming bazaar.;Ibrahim hears the villagers' conversation.;Ibrahim is focused on his work and does not hear the villagers' conversation.;auto;0
Rohan is a potter in a small Indian village. Rohan wants to make a beautiful ceramic vase as a gift for his friend's housewarming party. Rohan selects a bag of high-quality clay in his workshop that appears to be soft and malleable. He believes that the bag of clay is perfect for making the vase. While Rohan is away for lunch, the hot sun dries the clay, making it hard and unworkable.;Rohan discovers the dried, hard clay.;Rohan does not notice the dried, hard clay.;Rohan goes to the well to get water to moisten the dried clay.;Rohan starts making the vase with the clay.;Does Rohan believe the bag of clay is soft and malleable or hard and unworkable?;Does Rohan want to create a ceramic vase using soft, malleable clay or hard, unworkable clay?;What will Rohan do?;Rohan believes the bag of clay is hard and unworkable.;Rohan wants to create a ceramic vase using soft, malleable clay.;Rohan will find new clay or attempt to moisten the dried clay.;Rohan believes the bag of clay is soft and malleable.;Rohan wants to create a ceramic vase using soft, malleable clay.;Rohan will start making the vase with the seemingly perfect clay.;A group of musicians passes by Rohan's workshop, playing traditional Indian music.;Rohan hears the musicians and enjoys the music.;Rohan is too focused on his work and does not hear the musicians.;auto;0
Rohit is a renowned painter from India who has been commissioned to create a mural on a city building. Rohit wants to paint an intricate scene depicting the vibrant culture and history of India. Rohit selects a set of high-quality, long-lasting paint colors for the mural. Rohit believes that the paint colors he has chosen are of the highest quality and will last for years. While Rohit is out for lunch, a leak in the ceiling drips water onto the paint colors, diluting them and making them less durable.;Rohit discovers the water-damaged paint colors.;Rohit does not notice the water-damaged paint colors.;Rohit buys new paint colors.;Rohit begins painting the mural using the paint colors he initially selected.;Does Rohit believe the paint colors are of high quality and long-lasting or water-damaged and less durable?;Does Rohit want to paint the mural with high-quality, long-lasting paint colors or water-damaged, less durable paint colors?;What will Rohit do?;Rohit believes the paint colors are water-damaged and less durable.;Rohit wants to paint the mural with high-quality, long-lasting paint colors.;Rohit will buy new paint colors or try to salvage the damaged ones.;Rohit believes the paint colors are of high quality and long-lasting.;Rohit wants to paint the mural with high-quality, long-lasting paint colors.;Rohit will begin painting the mural using the paint colors he initially selected.;A group of art students gathers nearby to observe Rohit's painting process.;Rohit notices the art students and greets them.;Rohit is focused on his work and does not notice the art students.;auto;0
Kunal is a talented potter in a small Indian village. Kunal wants to create a set of earthenware bowls as a gift for his friend's housewarming. Kunal inspects a large lump of clay, finding it to be moist and malleable. He believes that the clay is in the perfect condition for creating the bowls. However, while Kunal is away for a short break, the sun beats down on the clay, drying it out and making it hard and brittle.;Kunal notices the sun-dried, brittle clay.;Kunal does not notice the sun-dried, brittle clay.;Kunal goes to the market to buy new clay.;Kunal starts shaping the bowls using the seemingly perfect clay.;Does Kunal believe the clay is moist and malleable or hard and brittle?;Does Kunal want to create the earthenware bowls using moist and malleable clay or hard and brittle clay?;What will Kunal do?;Kunal believes the clay is hard and brittle.;Kunal wants to create the earthenware bowls using moist and malleable clay.;Kunal will add water to the clay to make it moist and malleable again.;Kunal believes the clay is moist and malleable.;Kunal wants to create the earthenware bowls using moist and malleable clay.;Kunal will start shaping the bowls using the seemingly perfect clay.;A lively procession of villagers passes by Kunal's workshop, celebrating a local festival.;Kunal notices the procession and joins the festivities for a moment.;Kunal is too focused on his work and does not notice the procession.;auto;0
Amara is a talented henna artist in a bustling Indian market. Amara wants to create intricate henna designs for a group of bridesmaids attending a wedding. Amara checks her supply of henna paste and finds it to be smooth and consistent. She believes that the henna paste is of high quality and perfect for her clients. While Amara is busy servicing another client, a sudden rainstorm causes the henna paste to become diluted and runny.;Amara discovers the rain has affected the henna paste.;Amara does not realize the rain has affected the henna paste.;Amara goes to the kitchen to prepare a new mixture for the henna paste.;Amara proceeds to create intricate henna designs using the henna paste.;Does Amara believe the henna paste is smooth and consistent or diluted and runny?;Does Amara want to create intricate henna designs using the smooth and consistent henna paste or the diluted and runny henna paste?;What will Amara do?;Amara believes the henna paste is diluted and runny.;Amara wants to create intricate henna designs using smooth and consistent henna paste.;Amara will prepare a new batch of henna paste or modify the designs to accommodate the runny paste.;Amara believes the henna paste is smooth and consistent.;Amara wants to create intricate henna designs using the smooth and consistent henna paste.;Amara will proceed to create intricate henna designs using the henna paste.;A group of street dancers begins performing nearby, attracting a crowd.;Amara notices the street dancers and the growing crowd.;Amara is focused on her work and does not notice the street dancers and the crowd.;auto;0
Leilani is a skilled hula dancer from Hawaii who has been asked to perform at a cultural event. Leilani wants to wear her favorite traditional hula skirt made of ti leaves for the performance. Leilani sees her ti leaf skirt hanging in her closet, appearing to be in good condition. She believes the ti leaf skirt is in good condition and suitable for her performance. While Leilani is away from her room, her younger brother accidentally spills a glass of water near the closet, causing her ti leaf skirt to become wet and wilted.;Leilani notices the wet and wilted ti leaf skirt.;Leilani does not notice the wet and wilted ti leaf skirt.;Leilani looks for a different skirt.;Leilani puts on the ti leaf skirt and prepares for her performance.;Does Leilani believe the ti leaf skirt is in good condition or wet and wilted?;Does Leilani want to wear a ti leaf skirt in good condition or a wet and wilted ti leaf skirt?;What will Leilani do?;Leilani believes the ti leaf skirt is wet and wilted.;Leilani wants to wear a ti leaf skirt in good condition.;Leilani will look for a different skirt or try to dry and fix the damaged one.;Leilani believes the ti leaf skirt is in good condition.;Leilani wants to wear a ti leaf skirt in good condition.;Leilani will put on the ti leaf skirt and prepare for her performance.;A beautiful rainbow appears in the sky, drawing the attention of people at the cultural event.;Leilani looks up and admires the rainbow.;Leilani does not notice the rainbow as she is focused on her performance.;auto;0
Amina is an archaeologist working on an excavation site in Egypt. Amina hopes to find an ancient artifact that will shed light on the daily life of the people who once lived there. Amina uncovers a fragile clay tablet with inscriptions on it that she believes could be significant. Amina believes that the clay tablet she found contains valuable information about the ancient civilization. While Amina is away from the excavation site, a sudden sandstorm sweeps through the area, burying the tablet under a thick layer of sand.;Amina sees the aftermath of the sandstorm and realizes the tablet must be buried.;Amina does not realize the sandstorm has buried the tablet.;Amina gets tools from her truck to start recovering the tablet.;Amina gets a camera from her car to take pictures for examination and analysis.;Does Amina believe the clay tablet is still visible and accessible, or buried under the sand?;Does Amina want to recover the clay tablet and study its inscriptions, or leave it buried under the sand?;What will Amina do?;Amina believes the clay tablet is buried under the sand.;Amina wants to recover the clay tablet and study its inscriptions.;Amina will carefully dig to find and recover the clay tablet.;Amina believes the clay tablet is still visible and accessible.;Amina wants to recover the clay tablet and study its inscriptions.;Amina will take the clay tablet to experts for further examination and analysis.;A desert fox appears near the excavation site, curiously observing the archaeologists.;Amina spots the desert fox and admires its beauty.;Amina is too focused on her work to notice the desert fox.;auto;0
